title_1,reference-count,subj,year,month,day,row_num
Art. XVII.—Beginnings of Writing in and around Tibet,202,"General Arts and Humanities, Cultural Studies",1885,7,,2
D. Die einzelnen romanischen Sprachen und Litteraturen.,180,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1885,,,3
"Mittheilungen aus der chirurgischen Universitätsklinik des Prof. Dr. J. Scriba in Tokio, Japan",158,Surgery,1885,10,,4
IV.—On the Literature and Nomenclature of British Fossil Crocodilia,121,Geology,1885,11,,5
Die Diagnose der syphilitischen Initialsclerose und der localen contagiösen Helcose,111,"Dermatology, General Medicine",1885,6,,6
Sarapis standing on a Xanthian Marble in the British Museum,106,"Literature and Literary Theory, Linguistics and Language, Archeology, Visual Arts and Performing Arts, Language and Linguistics, Archeology, Classics",1885,11,,7
Ueber Sarcine,105,"Pharmacology, General Medicine",1885,5,,8
Literatur,104,General Medicine,1885,3,,9
Die Finanzhoheit,94,,1885,,,10
How to use the monographs,7405,,2013,,,1
Lösungsgleichgewichte von festen und flüssigen Stoffen in Flüssigkeiten,6727,,2013,,,2
References,5933,,2013,4,5,3
References,5118,,2013,12,4,4
Nichtmetallische feste Stoffe außer Gläsern.,5070,,2013,,,5
Landolt-Börnstein,4849,,2013,,,6
Landolt-Börnstein,4849,,2013,,,7
References,4639,,2013,,,8
References,4315,,2013,,,9
Bibliography,3826,,2013,2,25,10
Untersuchung über die strahlende Wärme,195,General Physics and Astronomy,1847,,,1
Untersuchung über die Cohäsion der Flüssigkeiten,110,General Physics and Astronomy,1847,,,2
Untersuchung über die strahlende Wärme; Dritte Abhandlung,80,General Physics and Astronomy,1847,,,3
"Observations on scurvy as it has lately appeared throughout Ireland, and in several parts of Great Britain",78,General Medicine,1847,8,,4
Ueber die Natur des Santonins und die Gesetze der Harzbildung,59,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1847,,,5
Untersuchung über die strahlende Wärme,52,General Physics and Astronomy,1847,,,6
Chapter II. On Cuneiform Writing in General,51,"General Arts and Humanities, Cultural Studies",1847,7,,7
Report upon the pathology of tubercle,37,General Medicine,1847,8,,8
"Chapter V. Copies and Translations of the Persian Cuneiform Inscriptions of Persepolis, Hamadan, and Van",35,"General Arts and Humanities, Cultural Studies",1847,7,,9
XXXV. <i>On transformations produced by catalytic bodies</i>,32,,1847,9,,10
XXV. <i>On a Historical Tablet of the Reign of</i> Thothmes III. <i>recently discovered at Thebes</i>,89,General Medicine,1861,,,1
Algemeene gezondheid en landbouw,60,Economics and Econometrics,1861,12,,2
Ueber die Fortführung materieller Theilchen durch strömende Elektricität,59,General Physics and Astronomy,1861,,,3
Die Juden in den französischen Baskenländern,49,,1861,,,4
Die Juden in den spanischen Baskenländern,47,,1861,,,5
Navarra unter französischer Oberhoheit,42,,1861,,,6
Klinische und forensische Beiträge zu der Lehre von den Kopfverletzungen,40,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1861,1,,7
Die letzten hundert Jahre,39,,1861,,,8
Ueber Sycosis und ihre Beziehungen zur Mycosis tonsurans,37,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1861,5,,9
Beiträge zur Symptomatologie und Diagnostik der Gallensteine,34,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1861,1,,10
Die Entwickelung der Carcinome,111,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1872,6,,1
II. Memoir on the Spermogones and Pycnides of Crustaceous Lichens.,109,,1872,6,,2
Ueber Buttersäuren verschiedenen Ursprungs,78,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1872,,,3
Ueber die Arteria thyreoidea ima,63,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1872,3,,4
Chemische Beiträge zur Fieberlehre,63,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1872,11,,5
Ueber die histologischen Vorgänge in durchschnittenen Nerven,62,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1872,8,,6
Chemische Beiträge zur Fieberlehre,59,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1872,8,,7
Allgemeiner Theil,55,Surgery,1872,11,,8
Ueber die physikalischen Verhältnisse und die Entwickelung der Cometen,52,"Space and Planetary Science, Astronomy and Astrophysics",1872,,,9
Ueber einige Condensationsproducte des Aldehyds,52,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1872,,,10
Ueber die Entwickelung der Theerfarben‐Industrie,787,Inorganic Chemistry,1892,1,,1
Statistik der stationären Kliniken und Polikliniken der Preussischen Universitäten für das Jahr 1890/91,554,,1892,,,2
Beitrag zur Kenntniss der Sclerodermie,342,"Dermatology, General Medicine",1892,12,,3
"Vertebrate cephalogenesis. II. A contribution to the morphology of the vertebrate ear, with a reconsideration of its functions",334,"Developmental Biology, Animal Science and Zoology",1892,5,,4
Klinische und pathologisch-anatomische Studien zur Pathogenese der sympathischen Augenentzündung,303,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1892,12,,5
"Zusammenfassender Bericht über die Mittheilungen betreffend das Koch’sche Heilverfahren gegen Tuberculose, mit besonderer Rücksicht auf die Tuberculose der Haut",299,"Dermatology, General Medicine",1892,12,,6
Ein experimenteller Beitrag zur Frage des localen Meteorismus bei Darmocclusion,268,Surgery,1892,3,,7
Ergebnisse der Gasvolumgewichtsbestimmungen dissocürbarer Substanzen,221,,1892,,,8
The Inquisition of 1517. Inclosures and Evictions,167,History,1892,12,,9
"Kritische und experimentelle Untersuchungen über die Irisbewegungen und über den Einfluss von Giften auf dieselben, besonders des Cocains",158,"Pharmacology, General Medicine",1892,7,,10
Die Nebenniere,9365,,1954,,,1
Ernährungskrankheiten,3190,,1954,,,2
Ernährungskrankheiten,3079,,1954,,,3
"Krankheiten der Knochen, Gelenke und Muskeln",2211,,1954,,,4
Das Blut,1845,,1954,,,5
Stoffwechsel der Eiweißstoffe und Aminosäuren,1769,,1954,,,6
Mineralstoffwechsel,1647,,1954,,,7
Histologie der Blutungsstörungen,1461,,1954,,,8
Die Biochemie der Verdauung,1436,,1954,,,9
Konstitution,1317,,1954,,,10
Catalogue of Documents,4016,,1968,,,1
Vitalfärbung und Vitalfluorochromierung pflanzlicher Zellen und Gewebe,3239,,1968,,,2
Über die (aseptische) Harnstauungsniere,2454,,1968,,,3
The Influenza Viruses,2326,,1968,,,4
Biochemie der Zellstrukturen,2079,,1968,,,5
"Resorption, Verteilung und Ausscheidung der Gestagene",1834,,1968,,,6
BIBLIOGRAPHY,1666,,1968,,,7
Pyelonephritis und chronische interstitielle Nephritis,1642,,1968,,,8
Bibliography,1631,,1968,,,9
Chemische Konstitution und pharmakologische Wirkung,1607,,1968,,,10
Persistent Pupillary Membrane and Secondary Angle Closure Glaucoma: A Case Report,12,General Medicine,2025,,,1
"L’Agriculture biologique, une innovation territoriale au service du développement rural : le cas du Gers",11,General Medicine,2025,2,22,2
L’urbanisation en Afrique : les TIC importent-elles ?,10,General Medicine,2025,2,22,3
Les déterminants de la construction d’une offre culturelle de territoire,10,General Medicine,2025,2,22,4
Tumors of the Adolescent Breast - Regarding a Clinical Case,9,General Medicine,2025,,,5
La déconsommation en ruralité comme axe de développement territorial ?,9,General Medicine,2025,2,22,6
Awareness of the Pitfalls in Children with Musculoskeletal Complaint,9,General Medicine,2025,,,7
Analyse des effets du programme européen LEADER sur l’action publique dans les territoires ruraux. Application en France et en Italie,8,General Medicine,2025,2,22,8
Le télétravail à Bruxelles avant la crise de la Covid-19,7,General Medicine,2025,2,22,9
Cutis marmorata telangiectatica congenita - a case report,5,General Medicine,2025,,,10
Transient Formulations for a Heat-Generating Fin with a Temperature-Dependent Heat Transfer Coefficient and Thermal Conductivity,98,"Energy Engineering and Power Technology, Fuel Technology",2029,5,15,1
Optical Transition Rates in a Cylindrical Quantum Wire with an Inverse Parabolic Potential,68,"Energy Engineering and Power Technology, Fuel Technology",2029,5,15,2
Levantando la voz: las cuidadoras en el hogar de personas en situación de dependencia. [Speakin out loud: women as caretakers of dependent people at home],32,,2029,1,31,3
Space is the Same thing as Energy-The Underlying Structure of the Observed Universe,31,"Energy Engineering and Power Technology, Fuel Technology",2029,5,15,4
A Cause of Inertia,18,"Energy Engineering and Power Technology, Fuel Technology",2029,5,15,5
Supreme Theory of Everything,16,"Energy Engineering and Power Technology, Fuel Technology",2029,5,15,6
Cognitive and Social Factors,5933,,2020,7,31,1
Isis Current Bibliography of the History of Science and Its Cultural Influences 2020,5523,"History and Philosophy of Science, Earth and Planetary Sciences (miscellaneous), History",2020,12,1,2
Ongoing and Future Research Directions,5364,,2020,8,31,3
References,5362,,2020,,,4
Health and Well-Being,5320,,2020,7,31,5
Work and Family Issues,5253,,2020,7,31,6
Inequality and Social Justice,5251,,2020,7,31,7
Developmental Perspectives of the International Psychology of Women,5096,,2020,7,31,8
Prevention and Treatment,5086,,2020,8,31,9
The Underpinnings of Sex and Gender and How to Study Them,5081,,2020,7,31,10
Index to Volumes 1–10. 1897–1906,547,"Archeology, Archeology",1906,10,1,1
Tuberkulose und Trauma,493,"Orthopedics and Sports Medicine, General Medicine, Surgery, Orthopedics and Sports Medicine, General Medicine, Surgery, Surgery",1906,9,,2
Bibliography of Archaeological Books 1905,478,"Archeology, Archeology",1906,4,1,3
Die Gewinnung der vegetabilischen Öle und Fette,413,,1906,,,4
Über die Vererbung bei den tierischen Organismen,331,"Physiology (medical), Pharmacology, General Medicine, Physiology, Biochemistry",1906,12,,5
III. Abteilung.,323,"Literature and Literary Theory, Visual Arts and Performing Arts, History",1906,,,6
Die Physiologie der tierischen Form,319,,1906,12,,7
Der Plattfuss,319,"Orthopedics and Sports Medicine, General Medicine, Surgery, Orthopedics and Sports Medicine, General Medicine, Surgery, Surgery",1906,3,,8
Kristall-Analogien zur Entwicklungsmechanik der Organismen,279,"Developmental Biology, Genetics",1906,10,,9
Über die Beziehungen der Spirochaete pallida zur kongenitalen Syphilis nebst einigen Bemerkungen über ihre Lagerung im Gewebe bei akquirierter Lues,274,"Dermatology, General Medicine",1906,2,,10
C. Literaturwissenschaft.,5257,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1938,,,1
Die Krankheiten der Leber und der Gallenwege,2823,,1938,,,2
Die Krankheiten der Leber und der Gallenwege,2784,,1938,,,3
Die Krankheiten des Magens,2678,,1938,,,4
Höhenforschung,2404,,1938,,,5
"Kohlenwasserstoffe, Alkohole, Oxo- und Oxy-Oxoverbindungen",2318,,1938,,,6
Oxoverbindungen,2018,,1938,,,7
B. Sprachwissenschaft.,2007,"Literature and Literary Theory, Linguistics and Language, Language and Linguistics",1938,,,8
Geologisches Schrifttum und Kartenwerke über den Niederrheinisch-Westfälischen Steinkohlenbezirk,1997,,1938,,,9
Elementaranalyse,1939,,1938,,,10
Ueber den Einfluss acuter Krankheiten auf die Entstehung von Geisteskrankheiten,142,"Pharmacology (medical), Biological Psychiatry, Psychiatry and Mental health, Pharmacology (medical), Biological Psychiatry, Psychiatry and Mental health, General Medicine",1881,6,,1
Ueber das Metaisocymol,126,"Organic Chemistry, Physical and Theoretical Chemistry, Organic Chemistry, Physical and Theoretical Chemistry",1881,,,2
Anatomische Untersuchungen über diphtheritische Lähmung,124,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1881,8,,3
"Ueber die Ranula, die Cyster der Bartholin'schen Drüse und die Flimmercyste der Leber",120,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1881,6,,4
Ueber Iritis syphilitica mit Rücksicht auf ihr Verhalten zur allgemein luetischen Diathese,115,"Cellular and Molecular Neuroscience, Sensory Systems, Ophthalmology",1881,6,,5
"XXI.—<i>Excavations at Mount Caburn Camp, near Lewes, conducted in September and October</i>, 1877, <i>and July</i>, 1878",106,General Medicine,1881,,,6
Introduction,96,General Medicine,1881,3,,7
Art. XXII.—<i>The Epoch of the Guptas</i>,89,"General Arts and Humanities, Cultural Studies",1881,10,,8
Zur Genese und Entwickelung von Kystomen im Bereich der inneren weiblichen Sexualorgane,82,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1881,4,,9
"Ueber gummöse Syphilis des Gehirns und Rückenmarks, namentlich der Gehirngefässe, und über das Verhältniss dieser Erkrankungen zu den entsprechenden tuberculösen Affectionen",79,"Cell Biology, Molecular Biology, General Medicine, Pathology and Forensic Medicine",1881,11,,10
Innere Sekretion,3316,,1941,,,1
Biological Oxidation-Reduction Catalysts,1670,,1941,,,2
Fettsucht und Magersucht,1526,,1941,,,3
"Krankheiten der Knochen, Gelenke und Muskeln",866,,1941,,,4
"Die sogenannten Krukenbergschen Tumoren und die übrigen metastatischen, nicht von den weiblichen Fortpflanzungsorganen ausgehenden Eierstockgeschwülste",746,,1941,,,5
Das afrikanische Marktwesen,702,,1941,,,6
Die Elektrokardiographie im Säuglings- und Kindesalter,696,,1941,,,7
Tätigkeitsbericht der Kaiser Wilhelm-Gesellschaft zur Förderung der Wissenschaften für das Geschäftsjahr 1940/41,687,,1941,,,8
kata-Kondensierte Kohlenwasserstoffe,687,,1941,,,9
Polarographisches Schrifttum,681,,1941,,,10
Bibliography,6280,,1981,,,1
Bibliography,5113,,1981,,,2
The radioanalytical bibliography of USA (1936–1977),3022,"Health, Toxicology and Mutagenesis, Public Health, Environmental and Occupational Health, Spectroscopy, Pollution, Radiology, Nuclear Medicine and imaging, Nuclear Energy and Engineering, Analytical Chemistry",1981,3,,3
Experimental models,2966,"Pharmacology (medical), Immunology, Rheumatology, Immunology and Allergy",1981,2,,4
Bibliography,2691,,1981,,,5
Spatial Vision in Arthropods,1969,,1981,,,6
"SUPPLEMENTARY BIBLIOGRAPHY OF STRATA-BOUND AND STRATIFORM ORE DEPOSITS, 1974–1978",1851,,1981,,,7
REFERENCES,1755,,1981,,,8
Computational methods of linear algebra,1699,"Applied Mathematics, General Mathematics, Statistics and Probability, Applied Mathematics, General Mathematics, Statistics and Probability",1981,,,9
Literaturverzeichnis,1558,,1981,,,10
Einige Streitschriften über die Flächenanziehung (Adhäsion) der Flüssigkeiten unter sich und mit festen Körpern,20,General Physics and Astronomy,1806,,,1
XXVII. <i>Memoir upon living and fossil elephants</i>,19,,1806,11,,2
"IX. <i>A memoir on the best method of measuring time at sea, which obtained the double prize adjudged by the royal Academy of Sciences; containing the description of the longitude watch presented to his majesty the 5th of August</i> 1766. <i>Translated from the French by Mr.</i> T. S. E<scp>vans</scp>, F.L.S., <i>of the Royal Military Academy, Woolwich</i>",18,,1806,10,,3
"Beobachtungen über das Gesetz der Wärmeabnahme in den höhern Regionen der Atmosphäre, und über die untern Gränzen des ewigen Schnees",16,General Physics and Astronomy,1806,,,4
"Einige Schmelzungsversuche durch galvani'sche und durch gewöhnliche Electricität und Bemerkungen von ihm und von andern über das Gesetz, wornach die Schmelzungskraft der Electromotore mit der Grösse der Platten zunimmt",12,General Physics and Astronomy,1806,,,5
"Nachrichten über beiden neuesten Meteorsteine, welche am 15ten März 1806 im ehemahilgen Languedoc, (Departement du Gard,) herab gefallen sind. Bericht von dem Herabfallen zweier Aerolithe, von den HH. Pagès, Doct. Med., und Dhómbres - Firmas, Grundeigenthümer, Mitgliedern der Akad. des Gard - Dep.",11,General Physics and Astronomy,1806,,,6
Entdeckung des Chromiums in den Meteorsteinen,11,General Physics and Astronomy,1806,,,7
Chemisch-galvani'sche Beobachtungen,11,General Physics and Astronomy,1806,,,8
